LAUS_Area_Code,State,County,Area_Title,,Period,Civilian_Labor_Force,Employed,Unemployed_level,Unemployed_rate,early
CN5510300000000,55,103,Richland County, WI,12/1/2020,9102,8788,314,3.4,0
CN5510500000000,55,105,Rock County, WI,12/1/2020,83725,80284,3441,4.1,0
CN5510700000000,55,107,Rusk County, WI,12/1/2020,6618,6279,339,5.1,0
CN5510900000000,55,109,St. Croix County, WI,12/1/2020,48075,45994,2081,4.3,0
CN5511100000000,55,111,Sauk County, WI,12/1/2020,33558,32051,1507,4.5,0
CN5511300000000,55,113,Sawyer County, WI,12/1/2020,7691,7213,478,6.2,0
CN5511500000000,55,115,Shawano County, WI,12/1/2020,20806,20009,797,3.8,0
CN5511700000000,55,117,Sheboygan County, WI,12/1/2020,61114,59168,1946,3.2,0
CN5511900000000,55,119,Taylor County, WI,12/1/2020,11051,10572,479,4.3,0
CN5512100000000,55,121,Trempealeau County, WI,12/1/2020,15464,14793,671,4.3,0
CN5512300000000,55,123,Vernon County, WI,12/1/2020,15051,14517,534,3.5,0
CN5512500000000,55,125,Vilas County, WI,12/1/2020,9901,9332,569,5.7,0
CN5512700000000,55,127,Walworth County, WI,12/1/2020,55935,53781,2154,3.9,0
CN5512900000000,55,129,Washburn County, WI,12/1/2020,7670,7295,375,4.9,0
CN5513100000000,55,131,Washington County, WI,12/1/2020,74375,71929,2446,3.3,0
CN5513300000000,55,133,Waukesha County, WI,12/1/2020,217026,209597,7429,3.4,0
CN5513500000000,55,135,Waupaca County, WI,12/1/2020,25342,24373,969,3.8,0
CN5513700000000,55,137,Waushara County, WI,12/1/2020,11173,10695,478,4.3,0
CN5513900000000,55,139,Winnebago County, WI,12/1/2020,91152,88142,3010,3.3,0
CN5514100000000,55,141,Wood County, WI,12/1/2020,34318,32666,1652,4.8,0
CN5600100000000,56,1,Albany County, WY,12/1/2020,19212,18471,741,3.9,1
CN5600300000000,56,3,Big Horn County, WY,12/1/2020,5280,5031,249,4.7,1
CN5600500000000,56,5,Campbell County, WY,12/1/2020,22955,21540,1415,6.2,1
CN5600700000000,56,7,Carbon County, WY,12/1/2020,8077,7712,365,4.5,1
CN5600900000000,56,9,Converse County, WY,12/1/2020,7778,7310,468,6,1
CN5601100000000,56,11,Crook County, WY,12/1/2020,3814,3680,134,3.5,1
CN5601300000000,56,13,Fremont County, WY,12/1/2020,19187,18141,1046,5.5,1
CN5601500000000,56,15,Goshen County, WY,12/1/2020,6625,6348,277,4.2,1
CN5601700000000,56,17,Hot Springs County, WY,12/1/2020,2247,2148,99,4.4,1
CN5601900000000,56,19,Johnson County, WY,12/1/2020,4063,3864,199,4.9,1
CN5602100000000,56,21,Laramie County, WY,12/1/2020,50684,48397,2287,4.5,1
CN5602300000000,56,23,Lincoln County, WY,12/1/2020,9327,8931,396,4.2,1
CN5602500000000,56,25,Natrona County, WY,12/1/2020,40551,37603,2948,7.3,1
CN5602700000000,56,27,Niobrara County, WY,12/1/2020,1246,1198,48,3.9,1
CN5602900000000,56,29,Park County, WY,12/1/2020,14697,13941,756,5.1,1
CN5603100000000,56,31,Platte County, WY,12/1/2020,4595,4376,219,4.8,1
CN5603300000000,56,33,Sheridan County, WY,12/1/2020,16119,15361,758,4.7,1
CN5603500000000,56,35,Sublette County, WY,12/1/2020,3890,3628,262,6.7,1
CN5603700000000,56,37,Sweetwater County, WY,12/1/2020,20645,19248,1397,6.8,1
CN5603900000000,56,39,Teton County, WY,12/1/2020,14654,14033,621,4.2,1
CN5604100000000,56,41,Uinta County, WY,12/1/2020,9332,8819,513,5.5,1
CN5604300000000,56,43,Washakie County, WY,12/1/2020,4012,3827,185,4.6,1
CN5604500000000,56,45,Weston County, WY,12/1/2020,3818,3687,131,3.4,1
CN7200100000000,72,1,Adjuntas Municipio, PR,12/1/2020,4071,3443,628,15.4,0
CN7200300000000,72,3,Aguada Municipio, PR,12/1/2020,11371,10153,1218,10.7,0
CN7200500000000,72,5,Aguadilla Municipio, PR,12/1/2020,13950,12259,1691,12.1,0
CN7200700000000,72,7,Aguas Buenas Municipio, PR,12/1/2020,6173,5454,719,11.6,0
CN7200900000000,72,9,Aibonito Municipio, PR,12/1/2020,6009,5333,676,11.2,0
CN7201100000000,72,11,Anasco Municipio, PR,12/1/2020,8478,7652,826,9.7,0
CN7201300000000,72,13,Arecibo Municipio, PR,12/1/2020,23000,20519,2481,10.8,0
CN7201500000000,72,15,Arroyo Municipio, PR,12/1/2020,4491,3952,539,12,0
CN7201700000000,72,17,Barceloneta Municipio, PR,12/1/2020,5531,4859,672,12.1,0
CN7201900000000,72,19,Barranquitas Municipio, PR,12/1/2020,6903,6107,796,11.5,0
CN7202100000000,72,21,Bayamon Municipio, PR,12/1/2020,62524,55908,6616,10.6,0
CN7202300000000,72,23,Cabo Rojo Municipio, PR,12/1/2020,13364,12049,1315,9.8,0
CN7202500000000,72,25,Caguas Municipio, PR,12/1/2020,45315,40934,4381,9.7,0
CN7202700000000,72,27,Camuy Municipio, PR,12/1/2020,9088,8232,856,9.4,0
CN7202900000000,72,29,Canovanas Municipio, PR,12/1/2020,15489,13889,1600,10.3,0
CN7203100000000,72,31,Carolina Municipio, PR,12/1/2020,59029,52872,6157,10.4,0
CN7203300000000,72,33,Catano Municipio, PR,12/1/2020,7521,6659,862,11.5,0
CN7203500000000,72,35,Cayey Municipio, PR,12/1/2020,15087,13810,1277,8.5,0
CN7203700000000,72,37,Ceiba Municipio, PR,12/1/2020,3446,3046,400,11.6,0
CN7203900000000,72,39,Ciales Municipio, PR,12/1/2020,3551,3014,537,15.1,0
CN7204100000000,72,41,Cidra Municipio, PR,12/1/2020,14376,13292,1084,7.5,0
CN7204300000000,72,43,Coamo Municipio, PR,12/1/2020,9528,8404,1124,11.8,0
CN7204500000000,72,45,Comerio Municipio, PR,12/1/2020,4688,4090,598,12.8,0
CN7204700000000,72,47,Corozal Municipio, PR,12/1/2020,8660,7411,1249,14.4,0
CN7204900000000,72,49,Culebra Municipio, PR,12/1/2020,839,757,82,9.8,0
CN7205100000000,72,51,Dorado Municipio, PR,12/1/2020,12658,11563,1095,8.7,0
CN7205300000000,72,53,Fajardo Municipio, PR,12/1/2020,10235,8963,1272,12.4,0
CN7205400000000,72,54,Florida Municipio, PR,12/1/2020,3130,2705,425,13.6,0
CN7205500000000,72,55,Guanica Municipio, PR,12/1/2020,3832,3279,553,14.4,0
CN7205700000000,72,57,Guayama Municipio, PR,12/1/2020,10447,9450,997,9.5,0
CN7205900000000,72,59,Guayanilla Municipio, PR,12/1/2020,4560,3959,601,13.2,0
CN7206100000000,72,61,Guaynabo Municipio, PR,12/1/2020,35647,33269,2378,6.7,0
CN7206300000000,72,63,Gurabo Municipio, PR,12/1/2020,17243,15962,1281,7.4,0
CN7206500000000,72,65,Hatillo Municipio, PR,12/1/2020,12715,11415,1300,10.2,0
CN7206700000000,72,67,Hormigueros Municipio, PR,12/1/2020,5203,4645,558,10.7,0
CN7206900000000,72,69,Humacao Municipio, PR,12/1/2020,16184,14488,1696,10.5,0
CN7207100000000,72,71,Isabela Municipio, PR,12/1/2020,11236,10075,1161,10.3,0
CN7207300000000,72,73,Jayuya Municipio, PR,12/1/2020,4233,3701,532,12.6,0
CN7207500000000,72,75,Juana Diaz Municipio, PR,12/1/2020,14745,13347,1398,9.5,0
CN7207700000000,72,77,Juncos Municipio, PR,12/1/2020,11730,10421,1309,11.2,0
CN7207900000000,72,79,Lajas Municipio, PR,12/1/2020,5085,4400,685,13.5,0
CN7208100000000,72,81,Lares Municipio, PR,12/1/2020,6620,5746,874,13.2,0
CN7208300000000,72,83,Las Marias Municipio, PR,12/1/2020,2620,2326,294,11.2,0
CN7208500000000,72,85,Las Piedras Municipio, PR,12/1/2020,10698,9583,1115,10.4,0
CN7208700000000,72,87,Loiza Municipio, PR,12/1/2020,8079,7089,990,12.3,0
CN7208900000000,72,89,Luquillo Municipio, PR,12/1/2020,5935,5184,751,12.7,0
CN7209100000000,72,91,Manati Municipio, PR,12/1/2020,10937,9829,1108,10.1,0
CN7209300000000,72,93,Maricao Municipio, PR,12/1/2020,1869,1682,187,10,0
CN7209500000000,72,95,Maunabo Municipio, PR,12/1/2020,2610,2282,328,12.6,0
CN7209700000000,72,97,Mayaguez Municipio, PR,12/1/2020,20634,18408,2226,10.8,0
CN7209900000000,72,99,Moca Municipio, PR,12/1/2020,9966,8824,1142,11.5,0
CN7210100000000,72,101,Morovis Municipio, PR,12/1/2020,7668,6691,977,12.7,0
CN7210300000000,72,103,Naguabo Municipio, PR,12/1/2020,7682,6944,738,9.6,0
CN7210500000000,72,105,Naranjito Municipio, PR,12/1/2020,6906,5912,994,14.4,0
CN7210700000000,72,107,Orocovis Municipio, PR,12/1/2020,4697,4009,688,14.6,0
CN7210900000000,72,109,Patillas Municipio, PR,12/1/2020,4072,3521,551,13.5,0
CN7211100000000,72,111,Penuelas Municipio, PR,12/1/2020,5424,4702,722,13.3,0
CN7211300000000,72,113,Ponce Municipio, PR,12/1/2020,42798,38316,4482,10.5,0
CN7211500000000,72,115,Quebradillas Municipio, PR,12/1/2020,5834,5113,721,12.4,0
CN7211700000000,72,117,Rincon Municipio, PR,12/1/2020,4435,3882,553,12.5,0
CN7211900000000,72,119,Rio Grande Municipio, PR,12/1/2020,16339,14425,1914,11.7,0
CN7212100000000,72,121,Sabana Grande Municipio, PR,12/1/2020,5783,5127,656,11.3,0
CN7212300000000,72,123,Salinas Municipio, PR,12/1/2020,6677,5805,872,13.1,0
CN7212500000000,72,125,San German Municipio, PR,12/1/2020,9367,8306,1061,11.3,0
CN7212700000000,72,127,San Juan Municipio, PR,12/1/2020,128700,116218,12482,9.7,0
CN7212900000000,72,129,San Lorenzo Municipio, PR,12/1/2020,10927,9791,1136,10.4,0
CN7213100000000,72,131,San Sebastian Municipio, PR,12/1/2020,9679,8386,1293,13.4,0
CN7213300000000,72,133,Santa Isabel Municipio, PR,12/1/2020,8100,7262,838,10.3,0
CN7213500000000,72,135,Toa Alta Municipio, PR,12/1/2020,26047,23743,2304,8.8,0
CN7213700000000,72,137,Toa Baja Municipio, PR,12/1/2020,27763,25109,2654,9.6,0
CN7213900000000,72,139,Trujillo Alto Municipio, PR,12/1/2020,25662,23621,2041,8,0
CN7214100000000,72,141,Utuado Municipio, PR,12/1/2020,6216,5540,676,10.9,0
CN7214300000000,72,143,Vega Alta Municipio, PR,12/1/2020,9412,8221,1191,12.7,0
CN7214500000000,72,145,Vega Baja Municipio, PR,12/1/2020,12638,10919,1719,13.6,0
CN7214700000000,72,147,Vieques Municipio, PR,12/1/2020,2452,2115,337,13.7,0
CN7214900000000,72,149,Villalba Municipio, PR,12/1/2020,6824,5855,969,14.2,0
CN7215100000000,72,151,Yabucoa Municipio, PR,12/1/2020,8118,7092,1026,12.6,0
CN7215300000000,72,153,Yauco Municipio, PR,12/1/2020,9322,7956,1366,14.7,0
CN0100100000000,1,1,Autauga County, AL,1/1/2021,25730,24878,852,3.3,1
CN0100300000000,1,3,Baldwin County, AL,1/1/2021,95635,92248,3387,3.5,1
CN0100500000000,1,5,Barbour County, AL,1/1/2021,8483,7918,565,6.7,1
CN0100700000000,1,7,Bibb County, AL,1/1/2021,8608,8256,352,4.1,1
CN0100900000000,1,9,Blount County, AL,1/1/2021,24754,24153,601,2.4,1
CN0101100000000,1,11,Bullock County, AL,1/1/2021,4815,4588,227,4.7,1
CN0101300000000,1,13,Butler County, AL,1/1/2021,8906,8317,589,6.6,1
CN0101500000000,1,15,Calhoun County, AL,1/1/2021,46147,44058,2089,4.5,1
CN0101700000000,1,17,Chambers County, AL,1/1/2021,15933,15191,742,4.7,1
CN0101900000000,1,19,Cherokee County, AL,1/1/2021,11523,11205,318,2.8,1
CN0102100000000,1,21,Chilton County, AL,1/1/2021,19611,18992,619,3.2,1
CN0102300000000,1,23,Choctaw County, AL,1/1/2021,4618,4394,224,4.9,1
CN0102500000000,1,25,Clarke County, AL,1/1/2021,7702,7183,519,6.7,1
CN0102700000000,1,27,Clay County, AL,1/1/2021,6113,5926,187,3.1,1
CN0102900000000,1,29,Cleburne County, AL,1/1/2021,5639,5486,153,2.7,1
CN0103100000000,1,31,Coffee County, AL,1/1/2021,21357,20741,616,2.9,1
CN0103300000000,1,33,Colbert County, AL,1/1/2021,23284,22329,955,4.1,1
CN0103500000000,1,35,Conecuh County, AL,1/1/2021,4443,4210,233,5.2,1
CN0103700000000,1,37,Coosa County, AL,1/1/2021,4336,4178,158,3.6,1
CN0103900000000,1,39,Covington County, AL,1/1/2021,15082,14586,496,3.3,1
CN0104100000000,1,41,Crenshaw County, AL,1/1/2021,6077,5853,224,3.7,1
CN0104300000000,1,43,Cullman County, AL,1/1/2021,38555,37610,945,2.5,1
CN0104500000000,1,45,Dale County, AL,1/1/2021,20768,19998,770,3.7,1
CN0104700000000,1,47,Dallas County, AL,1/1/2021,14298,13064,1234,8.6,1
CN0104900000000,1,49,DeKalb County, AL,1/1/2021,30394,29555,839,2.8,1
CN0105100000000,1,51,Elmore County, AL,1/1/2021,36499,35313,1186,3.2,1
CN0105300000000,1,53,Escambia County, AL,1/1/2021,14284,13617,667,4.7,1
CN0105500000000,1,55,Etowah County, AL,1/1/2021,39751,37916,1835,4.6,1
CN0105700000000,1,57,Fayette County, AL,1/1/2021,6539,6321,218,3.3,1
CN0105900000000,1,59,Franklin County, AL,1/1/2021,14325,13956,369,2.6,1
CN0106100000000,1,61,Geneva County, AL,1/1/2021,10762,10450,312,2.9,1
CN0106300000000,1,63,Greene County, AL,1/1/2021,2947,2700,247,8.4,1
CN0106500000000,1,65,Hale County, AL,1/1/2021,5938,5510,428,7.2,1
CN0106700000000,1,67,Henry County, AL,1/1/2021,6815,6565,250,3.7,1
CN0106900000000,1,69,Houston County, AL,1/1/2021,46442,44571,1871,4,1
CN0107100000000,1,71,Jackson County, AL,1/1/2021,22705,22011,694,3.1,1
CN0107300000000,1,73,Jefferson County, AL,1/1/2021,318213,303888,14325,4.5,1
CN0107500000000,1,75,Lamar County, AL,1/1/2021,5718,5531,187,3.3,1
CN0107700000000,1,77,Lauderdale County, AL,1/1/2021,41583,40201,1382,3.3,1
CN0107900000000,1,79,Lawrence County, AL,1/1/2021,14386,13938,448,3.1,1
CN0108100000000,1,81,Lee County, AL,1/1/2021,75918,73473,2445,3.2,1
CN0108300000000,1,83,Limestone County, AL,1/1/2021,45083,43944,1139,2.5,1
CN0108500000000,1,85,Lowndes County, AL,1/1/2021,3635,3197,438,12,1
CN0108700000000,1,87,Macon County, AL,1/1/2021,7966,7357,609,7.6,1
CN0108900000000,1,89,Madison County, AL,1/1/2021,189784,184040,5744,3,1
CN0109100000000,1,91,Marengo County, AL,1/1/2021,7732,7346,386,5,1
CN0109300000000,1,93,Marion County, AL,1/1/2021,13114,12693,421,3.2,1
CN0109500000000,1,95,Marshall County, AL,1/1/2021,44476,43302,1174,2.6,1
CN0109700000000,1,97,Mobile County, AL,1/1/2021,189440,178038,11402,6,1
CN0109900000000,1,99,Monroe County, AL,1/1/2021,7476,6966,510,6.8,1
CN0110100000000,1,101,Montgomery County, AL,1/1/2021,106810,100074,6736,6.3,1
CN0110300000000,1,103,Morgan County, AL,1/1/2021,59305,57579,1726,2.9,1
CN0110500000000,1,105,Perry County, AL,1/1/2021,3349,3035,314,9.4,1
CN0110700000000,1,107,Pickens County, AL,1/1/2021,7581,7235,346,4.6,1
CN0110900000000,1,109,Pike County, AL,1/1/2021,15680,15102,578,3.7,1
CN0111100000000,1,111,Randolph County, AL,1/1/2021,9244,8991,253,2.7,1
CN0111300000000,1,113,Russell County, AL,1/1/2021,23191,22399,792,3.4,1
CN0111500000000,1,115,St. Clair County, AL,1/1/2021,40276,39087,1189,3,1
CN0111700000000,1,117,Shelby County, AL,1/1/2021,115062,112449,2613,2.3,1
CN0111900000000,1,119,Sumter County, AL,1/1/2021,4700,4460,240,5.1,1
CN0112100000000,1,121,Talladega County, AL,1/1/2021,36007,34401,1606,4.5,1
CN0112300000000,1,123,Tallapoosa County, AL,1/1/2021,17570,16666,904,5.1,1
CN0112500000000,1,125,Tuscaloosa County, AL,1/1/2021,101529,97187,4342,4.3,1
CN0112700000000,1,127,Walker County, AL,1/1/2021,24981,24002,979,3.9,1
CN0112900000000,1,129,Washington County, AL,1/1/2021,6609,6254,355,5.4,1
CN0113100000000,1,131,Wilcox County, AL,1/1/2021,2822,2474,348,12.3,1
CN0113300000000,1,133,Winston County, AL,1/1/2021,9851,9536,315,3.2,1
CN0201300000000,2,13,Aleutians East Borough, AK,1/1/2021,2518,2450,68,2.7,1
CN0201600000000,2,16,Aleutians West Census Area, AK,1/1/2021,4572,4352,220,4.8,1
CN0202000000000,2,20,Anchorage Borough/municipality, AK,1/1/2021,149486,140034,9452,6.3,1
CN0205000000000,2,50,Bethel Census Area, AK,1/1/2021,8090,7287,803,9.9,1
CN0206000000000,2,60,Bristol Bay Borough, AK,1/1/2021,243,213,30,12.3,1
CN0206800000000,2,68,Denali Borough, AK,1/1/2021,582,490,92,15.8,1
CN0207000000000,2,70,Dillingham Census Area, AK,1/1/2021,1806,1680,126,7,1
CN0209000000000,2,90,Fairbanks North Star Borough, AK,1/1/2021,44019,41553,2466,5.6,1
CN0210000000000,2,100,Haines Borough, AK,1/1/2021,919,785,134,14.6,1
CN0210500000000,2,105,Hoonah-Angoon Census Area, AK,1/1/2021,983,863,120,12.2,1
CN0211000000000,2,110,Juneau Borough/city, AK,1/1/2021,16577,15676,901,5.4,1
CN0212200000000,2,122,Kenai Peninsula Borough, AK,1/1/2021,26703,24445,2258,8.5,1
CN0213000000000,2,130,Ketchikan Gateway Borough, AK,1/1/2021,6335,5811,524,8.3,1
CN0215000000000,2,150,Kodiak Island Borough, AK,1/1/2021,5780,5332,448,7.8,1
CN0215800000000,2,158,Kusilvak Census Area, AK,1/1/2021,2523,2092,431,17.1,1
CN0216400000000,2,164,Lake and Peninsula Borough, AK,1/1/2021,614,557,57,9.3,1
CN0217000000000,2,170,Matanuska-Susitna Borough, AK,1/1/2021,48188,44692,3496,7.3,1
CN0218000000000,2,180,Nome Census Area, AK,1/1/2021,3951,3627,324,8.2,1
CN0218500000000,2,185,North Slope Borough, AK,1/1/2021,2904,2720,184,6.3,1
CN0218800000000,2,188,Northwest Arctic Borough, AK,1/1/2021,3038,2733,305,10,1
CN0219500000000,2,195,Petersburg Borough, AK,1/1/2021,1356,1231,125,9.2,1
CN0219800000000,2,198,Prince of Wales-Hyder Census Area, AK,1/1/2021,2686,2464,222,8.3,1
CN0222000000000,2,220,Sitka Borough/city, AK,1/1/2021,3916,3645,271,6.9,1
CN0223000000000,2,230,Skagway Municipality, AK,1/1/2021,543,427,116,21.4,1
CN0224000000000,2,240,Southeast Fairbanks Census Area, AK,1/1/2021,2931,2714,217,7.4,1
CN0226100000000,2,261,Valdez-Cordova Census Area, AK,1/1/2021,4328,3958,370,8.5,1
CN0227500000000,2,275,Wrangell Borough/city, AK,1/1/2021,979,904,75,7.7,1
CN0228200000000,2,282,Yakutat Borough/city, AK,1/1/2021,239,214,25,10.5,1
CN0229000000000,2,290,Yukon-Koyukuk Census Area, AK,1/1/2021,2289,2049,240,10.5,1
CN0400100000000,4,1,Apache County, AZ,1/1/2021,19887,17560,2327,11.7,1
CN0400300000000,4,3,Cochise County, AZ,1/1/2021,51637,48591,3046,5.9,1
CN0400500000000,4,5,Coconino County, AZ,1/1/2021,73803,67301,6502,8.8,1
CN0400700000000,4,7,Gila County, AZ,1/1/2021,20792,19333,1459,7,1
CN0400900000000,4,9,Graham County, AZ,1/1/2021,16146,15157,989,6.1,1
CN0401100000000,4,11,Greenlee County, AZ,1/1/2021,4449,4189,260,5.8,1
CN0401200000000,4,12,La Paz County, AZ,1/1/2021,9164,8606,558,6.1,1
CN0401300000000,4,13,Maricopa County, AZ,1/1/2021,2340388,2186220,154168,6.6,1
CN0401500000000,4,15,Mohave County, AZ,1/1/2021,87431,80773,6658,7.6,1
CN0401700000000,4,17,Navajo County, AZ,1/1/2021,39577,35984,3593,9.1,1
CN0401900000000,4,19,Pima County, AZ,1/1/2021,495480,460119,35361,7.1,1
CN0402100000000,4,21,Pinal County, AZ,1/1/2021,192801,179893,12908,6.7,1
CN0402300000000,4,23,Santa Cruz County, AZ,1/1/2021,19649,17600,2049,10.4,1
CN0402500000000,4,25,Yavapai County, AZ,1/1/2021,107130,100724,6406,6,1
CN0402700000000,4,27,Yuma County, AZ,1/1/2021,94563,83943,10620,11.2,1
CN0500100000000,5,1,Arkansas County, AR,1/1/2021,9377,9013,364,3.9,1
CN0500300000000,5,3,Ashley County, AR,1/1/2021,7120,6463,657,9.2,1
CN0500500000000,5,5,Baxter County, AR,1/1/2021,16427,15632,795,4.8,1
CN0500700000000,5,7,Benton County, AR,1/1/2021,141059,136006,5053,3.6,1
CN0500900000000,5,9,Boone County, AR,1/1/2021,15604,14992,612,3.9,1
CN0501100000000,5,11,Bradley County, AR,1/1/2021,4376,4136,240,5.5,1
CN0501300000000,5,13,Calhoun County, AR,1/1/2021,2436,2323,113,4.6,1
CN0501500000000,5,15,Carroll County, AR,1/1/2021,12265,11607,658,5.4,1
CN0501700000000,5,17,Chicot County, AR,1/1/2021,3239,2879,360,11.1,1
CN0501900000000,5,19,Clark County, AR,1/1/2021,9212,8730,482,5.2,1
CN0502100000000,5,21,Clay County, AR,1/1/2021,5461,5172,289,5.3,1
CN0502300000000,5,23,Cleburne County, AR,1/1/2021,8966,8395,571,6.4,1
CN0502500000000,5,25,Cleveland County, AR,1/1/2021,3207,3037,170,5.3,1
CN0502700000000,5,27,Columbia County, AR,1/1/2021,9112,8455,657,7.2,1
CN0502900000000,5,29,Conway County, AR,1/1/2021,8424,7994,430,5.1,1
CN0503100000000,5,31,Craighead County, AR,1/1/2021,55588,53260,2328,4.2,1
CN0503300000000,5,33,Crawford County, AR,1/1/2021,26403,25224,1179,4.5,1
CN0503500000000,5,35,Crittenden County, AR,1/1/2021,20977,19597,1380,6.6,1
CN0503700000000,5,37,Cross County, AR,1/1/2021,7187,6788,399,5.6,1
CN0503900000000,5,39,Dallas County, AR,1/1/2021,2873,2748,125,4.4,1
CN0504100000000,5,41,Desha County, AR,1/1/2021,5222,4876,346,6.6,1
CN0504300000000,5,43,Drew County, AR,1/1/2021,7739,7240,499,6.4,1
CN0504500000000,5,45,Faulkner County, AR,1/1/2021,61370,58615,2755,4.5,1
CN0504700000000,5,47,Franklin County, AR,1/1/2021,7442,7106,336,4.5,1
CN0504900000000,5,49,Fulton County, AR,1/1/2021,4871,4623,248,5.1,1
CN0505100000000,5,51,Garland County, AR,1/1/2021,41242,38549,2693,6.5,1
CN0505300000000,5,53,Grant County, AR,1/1/2021,8186,7847,339,4.1,1
CN0505500000000,5,55,Greene County, AR,1/1/2021,19119,18237,882,4.6,1
CN0505700000000,5,57,Hempstead County, AR,1/1/2021,9432,9041,391,4.1,1
CN0505900000000,5,59,Hot Spring County, AR,1/1/2021,14146,13468,678,4.8,1
CN0506100000000,5,61,Howard County, AR,1/1/2021,5536,5311,225,4.1,1
CN0506300000000,5,63,Independence County, AR,1/1/2021,16613,15789,824,5,1
CN0506500000000,5,65,Izard County, AR,1/1/2021,4433,4112,321,7.2,1
CN0506700000000,5,67,Jackson County, AR,1/1/2021,5890,5495,395,6.7,1
CN0506900000000,5,69,Jefferson County, AR,1/1/2021,27526,25400,2126,7.7,1
CN0507100000000,5,71,Johnson County, AR,1/1/2021,10206,9642,564,5.5,1
CN0507300000000,5,73,Lafayette County, AR,1/1/2021,2431,2243,188,7.7,1
CN0507500000000,5,75,Lawrence County, AR,1/1/2021,6820,6467,353,5.2,1
CN0507700000000,5,77,Lee County, AR,1/1/2021,2792,2599,193,6.9,1
CN0507900000000,5,79,Lincoln County, AR,1/1/2021,3844,3641,203,5.3,1
CN0508100000000,5,81,Little River County, AR,1/1/2021,5386,5071,315,5.8,1
CN0508300000000,5,83,Logan County, AR,1/1/2021,8669,8228,441,5.1,1
CN0508500000000,5,85,Lonoke County, AR,1/1/2021,33339,31887,1452,4.4,1
CN0508700000000,5,87,Madison County, AR,1/1/2021,7537,7258,279,3.7,1
CN0508900000000,5,89,Marion County, AR,1/1/2021,6024,5665,359,6,1
CN0509100000000,5,91,Miller County, AR,1/1/2021,19297,18155,1142,5.9,1
CN0509300000000,5,93,Mississippi County, AR,1/1/2021,16796,15441,1355,8.1,1
CN0509500000000,5,95,Monroe County, AR,1/1/2021,2737,2557,180,6.6,1
CN0509700000000,5,97,Montgomery County, AR,1/1/2021,2966,2789,177,6,1
CN0509900000000,5,99,Nevada County, AR,1/1/2021,3474,3315,159,4.6,1
CN0510100000000,5,101,Newton County, AR,1/1/2021,3230,3099,131,4.1,1
CN0510300000000,5,103,Ouachita County, AR,1/1/2021,9759,9297,462,4.7,1
CN0510500000000,5,105,Perry County, AR,1/1/2021,4183,3977,206,4.9,1
CN0510700000000,5,107,Phillips County, AR,1/1/2021,6439,5877,562,8.7,1
CN0510900000000,5,109,Pike County, AR,1/1/2021,4293,4072,221,5.1,1
